Starting the artificial neural network
Attempting feature set: ['danceability', 'energy', 'liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'instrumentalness', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -4.89, time = 0.01s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.32, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.34, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.33, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.32, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.32, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.29, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.28, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.28, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.32, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.31, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.29, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.29, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.30, time = 0.03s
Attempting feature set: ['danceability', 'instrumentalness', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.56, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.46, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.37, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.37, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.37, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.38, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.39, time = 0.03s
Attempting feature set: ['instrumentalness', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -0.86, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -0.73, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -0.70, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -0.70, time = 0.02s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -0.69, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -0.69, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -0.70, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -0.69, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -0.69, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -0.70, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -0.70, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -0.66, time = 0.02s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -0.67, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -0.67, time = 0.02s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -0.69, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -0.69, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -0.68, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -0.67, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -0.68, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -4.51, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -4.29, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -4.21, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -4.19, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -4.14, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -4.10, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -4.11, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -4.11, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -4.11, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -4.07, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -4.07, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -4.10, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -4.10, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -4.11, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -4.10, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -4.11, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -4.08, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -4.08, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -4.08, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -4.13, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -4.08, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -4.11, time = 0.03s
Attempting feature set: ['energy', 'liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.72, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.41, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.35, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.24, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.22, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.21, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.17, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.20, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.18, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.18, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.20, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.22, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.21, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.20, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.21, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.18, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.17, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.20, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.24, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.21, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.20, time = 0.04s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.20, time = 0.04s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.18, time = 0.03s
Attempting feature set: ['danceability', 'liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.78, time = 0.02s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.50, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.44, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.37, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.32, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.26, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.26, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.31, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.26, time = 0.03s
Attempting feature set: ['liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.20, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.95, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.86, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.76, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.76, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.72, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.75, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.74, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.76, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.74, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.93, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.73, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.67, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.64, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.61, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.57, time = 0.04s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.57, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.56, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.53, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.55, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.52, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.51, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.53, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.55, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.55, time = 0.04s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.55, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.57, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.56, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.57, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.56, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.55, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.54, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.56, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.55, time = 0.03s
Attempting feature set: ['energy', 'loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.36, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.18, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.13, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.03, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.04, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.02, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.98, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.03, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.03, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.03, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.02, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.02, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.00, time = 0.03s
Attempting feature set: ['danceability', 'loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.42, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.24, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.19, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.15, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.10, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.10, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.07, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.06, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.09, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.06, time = 0.03s
Attempting feature set: ['loudness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.74, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.57, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.51, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.41, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.41, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.41, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.44, time = 0.04s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.43, time = 0.03s
